Country Name,Country Code,Access to electricity (% of population),GDP per capita (current US$),Individuals using the Internet (% of population),"Life expectancy at birth, total (years)",Population growth (annual %),"School enrollment, secondary (% gross)","Unemployment, total (% of total labor force) (modeled ILO estimate)",CO2 Emissions (million tonnes),CO2 Emissions per Capita,population,GDP (CO2 dataset)
Afghanistan,AFG,85.3,413.75789470530316,17.7,66.035,2.13559384981397,88.6602113500235,13.991,10.558,0.26,40578846.0,53303472128.0
Africa Eastern and Southern,AFE,50.668330483016746,1568.159891053048,80.80000000000001,65.146290855385,2.520818082913593,88.6602113500235,7.806365421811965,11.355,2.8655,7348056.0,99281829888.0
Africa Western and Central,AFW,57.069266580359525,1599.3929829165431,80.80000000000001,58.85572154832764,2.3862035603899154,46.6294403076172,3.277245466051411,11.355,2.8655,7348056.0,99281829888.0
Albania,ALB,100.0,8575.171346372215,83.1,79.602,-1.14841763771287,96.1368789672852,10.108,5.173,1.83,2827615.0,36171005952.0
Algeria,DZA,100.0,5364.027950227306,76.9,76.261,1.49897601193923,102.7021484375,11.701,184.558,4.058,45477391.0,595820000000.0
American Samoa,ASM,100.0,7826.353764832983,80.80000000000001,72.852,-1.71290294190977,88.6602113500235,5.1835,11.355,2.8655,7348056.0,99281829888.0
Andorra,AND,100.0,46812.44844863085,95.39999999999999,84.041,1.43374756867515,99.7635498046875,5.1835,0.42,5.263,79722.0,99281829888.0
Angola,AGO,51.1,2309.534130427727,44.800000000000004,64.617,3.08065530722915,88.6602113500235,14.537,20.25,0.568,35635028.0,158346000000.0
Antigua and Barbuda,ATG,100.0,21494.547400072708,77.60000000000001,77.598,0.511400156215609,88.6602113500235,5.1835,0.618,6.657,92851.0,99281829888.0
Arab World,ARB,91.64542994445092,7479.688091032791,80.80000000000001,72.44467835785314,2.2558660264406285,70.6840667724609,9.581397143306233,11.355,2.8655,7348056.0,99281829888.0
Argentina,ARG,100.0,14187.482725296491,89.2,77.395,0.286976121920089,88.6602113500235,6.139,204.081,4.494,45407904.0,854914000000.0
Armenia,ARM,100.0,8125.273957540031,80.0,77.4658536585366,-0.165163937436499,95.1246490478516,13.245,7.165,2.487,2880883.0,39721734144.0
Aruba,ABW,100.0,33984.790619804095,80.80000000000001,76.353,0.0456516784920034,88.6602113500235,5.1835,0.831,7.712,107792.0,99281829888.0
Australia,AUS,100.0,64835.9199754535,97.1,83.05121951219513,2.42431553908742,88.6602113500235,3.668,384.362,14.67,26200987.0,1344250000000.0
Austria,AUT,100.0,56033.57379206499,95.3,81.54146341463417,0.989464653969154,88.6602113500235,5.264,61.489,6.783,9064679.0,398815000000.0
Azerbaijan,AZE,100.0,7133.028380483284,89.0,74.429,0.120242150339289,92.7589111328125,5.636,40.391,3.923,10295307.0,175371000000.0
"Bahamas, The",BHS,100.0,38231.77448427799,94.8,74.552,0.477303918283875,78.757926940918,8.643,2.402,6.041,397544.0,99281829888.0
Bangladesh,BGD,99.5,2551.017738273069,44.5,74.672,1.22171475464107,71.4947068269712,4.454,113.863,0.672,169384890.0,858144000000.0
Barbados,BRB,100.0,23804.02499149949,80.0,76.178,0.00637558575909917,105.655097961426,7.878,1.143,4.05,282324.0,3408005888.0
Belarus,BLR,100.0,7896.753882955836,91.5,74.18378048780488,-0.540824986374776,93.5995101928711,3.461,59.384,6.474,9173241.0,175774000000.0
Belgium,BEL,100.0,54690.09427349642,94.6,82.39756097560976,0.913715890414841,88.6602113500235,5.528,89.002,7.645,11641813.0,489678000000.0
Belize,BLZ,99.6,7459.998151328368,72.39999999999999,73.566,2.05772774277288,83.3849182128906,8.267,0.632,1.57,402741.0,99281829888.0
Benin,BEN,57.0,1394.1778466304497,32.2,60.774,2.52274772277722,88.6602113500235,1.657,5.792,0.421,13759507.0,33290362880.0
Bermuda,BMU,100.0,132604.43908621595,80.80000000000001,82.309,-0.0787967316952785,71.8350524902344,5.1835,0.501,7.733,64772.0,99281829888.0
Bhutan,BTN,100.0,3839.4093039286,88.4,72.975,0.698146584889649,88.6602113500235,3.126,1.635,2.094,780920.0,99281829888.0
Bolivia,BOL,99.8,3686.2799644217585,70.19999999999999,68.581,1.37334382280772,92.400520324707,3.024,22.378,1.853,12077155.0,78165311488.0
Bosnia and Herzegovina,BIH,100.0,8663.023229878792,83.39999999999999,77.85,-0.617510129445164,84.2911529541016,10.668,20.963,6.541,3204805.0,47069138944.0
Botswana,BWA,76.0,7826.353764832983,81.39999999999999,69.163,1.64031664035479,88.6602113500235,23.381,6.596,2.703,2439895.0,39293968384.0
Brazil,BRA,99.8,10377.589279255684,84.2,75.848,0.395928695574996,88.6602113500235,7.947,483.841,2.301,210306411.0,3187410000000.0
British Virgin Islands,VGB,100.0,7826.353764832983,80.80000000000001,77.276,1.72311000328138,88.6602113500235,5.1835,0.178,4.632,38344.0,99281829888.0
Bulgaria,BGR,100.0,15883.861854558112,80.4,75.70731707317073,-0.286577641861364,88.6602113500235,4.319,46.966,6.881,6825863.0,138390000000.0
Burkina Faso,BFA,21.7,882.6898100861632,17.0,61.092,2.26973666268599,30.9303798675537,5.348,6.374,0.283,22509037.0,37320441856.0
Burundi,BDI,11.6,192.07430535935111,11.1,63.651,2.72764441044431,88.6602113500235,0.921,0.707,0.053,13321101.0,9177076736.0
Cabo Verde,CPV,98.6,4861.291841262292,73.5,76.059,0.497087597239901,88.6602113500235,11.971,0.555,1.068,519750.0,4251154688.0
Cambodia,KHM,95.0,2429.748534528382,60.699999999999996,70.668,1.28320677599476,60.0614252117159,0.225,19.609,1.14,17201717.0,65136594944.0
Cameroon,CMR,72.0,1736.8609107352422,41.9,63.7,2.64245336134821,44.3895797729492,3.613,10.046,0.364,27632771.0,82727796736.0
Canada,CAN,100.0,54220.328503987526,94.0,81.64658536585365,2.90468017061162,88.6602113500235,5.415,550.612,14.183,38821260.0,1761300000000.0
Caribbean small states,CSS,99.16847753846098,17582.263679687847,80.80000000000001,73.17164500130977,0.5011314422411579,84.9290313720703,7.821884021284667,11.355,2.8655,7348056.0,99281829888.0
Cayman Islands,CYM,100.0,97749.50789608464,80.80000000000001,80.358,2.00104859136332,99.2621688842773,5.1835,11.355,2.8655,7348056.0,99281829888.0
Central African Republic,CAF,17.6,495.9788972887206,80.80000000000001,57.408,1.06107453184959,88.6602113500235,5.877,0.271,0.053,5098038.0,3752056576.0
Central Europe and the Baltics,CEB,100.0,22699.535173482065,80.80000000000001,77.89678364931534,0.10385936394630971,100.197929382324,4.014051053400755,11.355,2.8655,7348056.0,99281829888.0
Chad,TCD,12.0,989.0585289685885,13.200000000000001,55.069,4.57399213394625,25.2421398162842,1.074,3.005,0.163,18455319.0,24118011904.0
Channel Islands,CHI,100.0,74589.13811550135,80.80000000000001,81.1,0.284259058075622,88.6602113500235,6.187,11.355,2.8655,7348056.0,99281829888.0
Chile,CHL,100.0,17067.036479915365,94.5,81.167,0.53962870957127,88.6602113500235,9.013,82.537,4.221,19553032.0,448338000000.0
China,CHN,100.0,12951.178239704273,77.5,77.953,-0.103794531589067,88.6602113500235,4.67,11350.538,7.964,1425179562.0,26966000000000.0
Colombia,COL,98.7,7000.836605010462,77.3,77.725,1.12092864340999,88.6602113500235,9.594,98.293,1.9,51737944.0,742717000000.0
Comoros,COM,89.8,1682.2028509572117,35.699999999999996,66.777,1.92327433672711,55.1931973675637,3.776,0.451,0.541,834192.0,1682077056.0
"Congo, Dem. Rep.",COD,22.1,633.3956616862978,30.5,61.895,3.25963514299902,56.831600189209,4.484,4.631,0.045,102396974.0,91314987008.0
"Congo, Rep.",COG,51.3,2477.9784547709223,38.4,65.772,2.41919038084212,88.6602113500235,19.898,8.111,1.344,6035107.0,23679010816.0
Costa Rica,CRI,100.0,16942.02681193038,85.39999999999999,80.799,0.46646444898736,88.6602113500235,8.325,7.847,1.544,5081765.0,80345899008.0
Cote d'Ivoire,CIV,72.4,2554.6730488557646,40.699999999999996,61.944,2.50384681190665,66.0276794433594,2.27,13.644,0.449,30395003.0,121472000000.0
Croatia,HRV,100.0,21865.456283864052,83.2,78.47317073170733,0.104856226330186,88.6602113500235,6.086,17.608,4.507,3907031.0,102285000000.0
Cuba,CUB,100.0,7826.353764832983,71.3,78.085,-0.361317873522215,95.4401473999023,1.719,21.882,1.979,11059821.0,84154974208.0
Curacao,CUW,100.0,21061.741639091983,80.80000000000001,76.8,3.79645063626207,123.429740905762,5.1835,1.94,10.464,185351.0,99281829888.0
Cyprus,CYP,100.0,36551.41796875,91.2,81.648,1.0167681770201,88.6602113500235,6.098,7.198,5.406,1331376.0,34255009792.0
Czechia,CZE,100.0,31591.056821635695,86.0,79.87804878048782,1.78238907045946,88.6602113500235,2.579,95.108,8.911,10673216.0,342967000000.0
Denmark,DNK,100.0,68453.87692811449,98.8,81.85365853658539,0.741185515720057,88.6602113500235,5.094,28.432,4.817,5902898.0,299429000000.0
Djibouti,DJI,65.2,3397.5201577958765,65.0,65.987,1.38410272350128,88.6602113500235,26.154,0.494,0.435,1137100.0,3395681536.0
Dominica,DMA,100.0,9912.962127666682,83.8,71.132,-0.473991407609536,86.1783905029297,5.1835,0.156,2.338,66850.0,675097984.0
Dominican Republic,DOM,99.6,10630.431743829022,84.6,73.72,0.891159203732232,72.2825393676758,5.555,30.431,2.71,11230734.0,191182000000.0
Early-demographic dividend,EAR,95.70443810438219,4322.182793733465,80.80000000000001,71.7962449795855,1.1733544743454882,76.4940719604492,5.260029505480564,11.355,2.8655,7348056.0,99281829888.0
East Asia & Pacific,EAS,98.40448807712238,13117.909544579965,80.80000000000001,76.65951832580322,0.20281344777195176,91.5402603149414,3.8577116549310295,11.355,2.8655,7348056.0,99281829888.0
East Asia & Pacific (IDA & IBRD countries),TEA,98.74744240696076,10239.674334039048,80.80000000000001,75.90856436038071,0.1838625943332354,90.4242477416992,3.990239377692262,11.355,2.8655,7348056.0,99281829888.0
East Asia & Pacific (excluding high income),EAP,98.23763830071887,10125.766806564285,80.80000000000001,75.88068308952658,0.18577687889194786,90.4863128662109,3.972396588958137,11.355,2.8655,7348056.0,99281829888.0
Ecuador,ECU,98.7,6737.847483796376,72.7,77.392,0.872456027022398,93.4162673950195,3.51,40.522,2.273,17823900.0,175029000000.0
"Egypt, Arab Rep.",EGY,100.0,3456.7896845625296,72.7,71.633,1.68834126904494,88.6602113500235,7.334,271.169,2.408,112618251.0,1460430000000.0
El Salvador,SLV,98.3,5365.444913991706,67.7,72.099,0.465531145369394,65.7442016601562,2.992,7.8,1.242,6280316.0,59270934528.0
Equatorial Guinea,GNQ,66.9,6677.793435386001,60.4,63.707,2.41057232825781,88.6602113500235,8.367,6.826,3.785,1803550.0,20191379456.0
Eritrea,ERI,54.4,7826.353764832983,20.0,68.624,1.77168715176453,88.6602113500235,5.586,0.623,0.183,3409452.0,99281829888.0
Estonia,EST,100.0,30133.304450454027,93.2,78.49024390243902,1.57745133607335,88.6602113500235,6.378,11.757,8.708,1350092.0,39999856640.0
Eswatini,SWZ,86.4,3741.6901074541574,57.599999999999994,64.123,0.946270731993531,88.6602113500235,35.086,1.08,0.886,1218921.0,9594910720.0
Ethiopia,ETH,55.4,7826.353764832983,80.80000000000001,67.315,2.6036241976442,88.6602113500235,3.402,15.157,0.121,125384285.0,269977000000.0
Euro area,EMU,100.0,45068.70109303974,80.80000000000001,82.19200761564231,0.455467039790369,108.488098144531,6.557963146412635,11.355,2.8655,7348056.0,99281829888.0
Europe & Central Asia,ECS,100.0,29835.718052365413,80.80000000000001,78.38701831770378,0.06262812680255754,103.086372375488,5.5863525353546555,11.355,2.8655,7348056.0,99281829888.0
Europe & Central Asia (IDA & IBRD countries),TEC,100.0,12106.924091229615,80.80000000000001,74.7300564025194,-0.5076763562419875,97.6514511108398,5.160330972285725,11.355,2.8655,7348056.0,99281829888.0
Europe & Central Asia (excluding high income),ECA,100.0,8571.410186616404,80.80000000000001,74.7987152767476,-0.7150103110502362,99.4871673583984,7.33312751129511,11.355,2.8655,7348056.0,99281829888.0
European Union,EUU,100.0,41392.07438030782,80.80000000000001,81.41145037968754,0.3840168828069876,107.661437988281,6.025065807489645,11.355,2.8655,7348056.0,99281829888.0
Faroe Islands,FRO,100.0,71774.35223533932,80.80000000000001,83.14390243902439,0.944952863175211,88.6602113500235,5.1835,0.79,14.619,54039.0,99281829888.0
Fiji,FJI,99.3,5888.736673324293,79.3,67.316,0.51237740019889,95.9080471414581,4.322,1.122,1.22,919428.0,99281829888.0
Finland,FIN,100.0,52821.51143407167,93.5,81.68536585365854,0.499192375381062,88.6602113500235,7.151,36.367,6.53,5569299.0,226155000000.0
Fragile and conflict affected situations,FCS,58.95010930574697,1781.8601001154518,80.80000000000001,63.373281262995114,1.9608591747160045,46.5659790039062,5.200878339666541,11.355,2.8655,7348056.0,99281829888.0
France,FRA,100.0,44690.93453951175,86.8,82.92926829268293,0.326319200823468,88.6602113500235,7.335,293.502,4.428,66277412.0,2671570000000.0
French Polynesia,PYF,100.0,22774.141898873375,80.80000000000001,84.07,0.263581727538977,88.6602113500235,11.749,0.897,3.198,280389.0,99281829888.0
Gabon,GAB,94.1,8071.39777400455,71.89999999999999,68.337,2.19891289669511,88.6602113500235,20.278,5.835,2.4,2430752.0,36035293184.0
"Gambia, The",GMB,66.9,888.1574074419019,45.9,65.86,2.30124049704572,88.6602113500235,6.479,0.737,0.28,2636473.0,4656793600.0
Georgia,GEO,100.0,8283.669606522612,81.89999999999999,74.496,0.0802640328443946,104.344261169434,11.537,11.527,3.038,3794783.0,70528606208.0
Germany,DEU,100.0,53940.407344746214,92.5,80.54146341463417,0.123957150064395,88.6602113500235,3.068,671.472,7.986,84086228.0,3909610000000.0
Ghana,GHA,89.5,2383.9041048341815,69.89999999999999,65.498,1.90860289687983,88.6602113500235,3.063,20.287,0.612,33149151.0,145432000000.0
Gibraltar,GIB,100.0,7826.353764832983,80.80000000000001,83.553,2.26613272520816,92.4276962280273,5.1835,11.355,2.8655,7348056.0,99281829888.0
Greece,GRC,100.0,23400.727881769137,85.0,81.53658536585367,-0.300290930163656,88.6602113500235,11.066,58.08,5.578,10412481.0,263893000000.0
Greenland,GRL,100.0,58498.97431424332,80.80000000000001,71.54975609756099,0.359389425458904,88.6602113500235,5.1835,0.588,10.491,56014.0,99281829888.0
Grenada,GRD,94.4,11308.287424945123,74.1,75.205,0.143593450145476,88.6602113500235,5.1835,0.321,2.745,116928.0,99281829888.0
Guam,GUM,100.0,7826.353764832983,80.80000000000001,77.209,0.799555642468131,88.6602113500235,5.363,11.355,2.8655,7348056.0,99281829888.0
Guatemala,GTM,100.0,5758.308762988451,56.10000000000001,72.602,1.53986971917384,47.6308784484863,2.344,19.114,1.071,17847877.0,146225000000.0
Guinea,GIN,51.1,1555.4937580686064,26.5,60.74,2.46199049961035,88.6602113500235,5.244,4.194,0.298,14055137.0,23678257152.0
Guinea-Bissau,GNB,40.5,964.9275542189088,32.5,64.085,2.24529187264064,88.6602113500235,2.65,0.309,0.147,2105537.0,3259313920.0
Guyana,GUY,98.9,20473.700219061713,81.69999999999999,70.18,0.57233513230005,85.3713302612305,12.025,3.627,4.415,821636.0,99281829888.0
Haiti,HTI,51.3,1705.7580846099909,80.80000000000001,64.936,1.15633263604117,88.6602113500235,14.556,3.381,0.294,11503604.0,17550917632.0
Heavily indebted poor countries (HIPC),HPC,50.53111274985976,1173.1737095146946,80.80000000000001,64.71590541774813,2.5838256902957135,41.9163208007812,4.226617651810062,11.355,2.8655,7348056.0,99281829888.0
High income,HIC,99.98840502369745,48708.46246858223,92.3,80.15001511833538,0.7291307905899741,103.563926696777,4.338660165038345,11.355,2.8655,7348056.0,99281829888.0
Honduras,HND,95.6,3227.4576250977575,58.3,72.884,1.71477388415816,55.1028709411621,6.07,10.482,1.002,10463881.0,49738256384.0
"Hong Kong SAR, China",HKG,100.0,50565.464771726525,96.0,85.24731707317075,2.55352466697343,88.6602113500235,2.949,31.532,4.223,7465914.0,356690000000.0
Hungary,HUN,100.0,22312.17902897625,91.5,76.77073170731708,-0.134269181500181,88.6602113500235,4.107,44.843,4.63,9684306.0,285385000000.0
IBRD only,IBD,99.08864509949201,7964.736753471279,80.80000000000001,74.5209699459191,0.48643628273179146,87.8565521240234,5.164780801562933,11.355,2.8655,7348056.0,99281829888.0
IDA & IBRD total,IBT,90.31510891440331,6162.30588823383,80.80000000000001,72.0008209186498,0.9347388248620063,73.8091812133789,5.035568160399062,11.355,2.8655,7348056.0,99281829888.0
IDA blend,IDB,77.92013437569538,1729.9198293079237,80.80000000000001,62.46216433273493,1.8993278949452075,88.6602113500235,4.415089751622976,11.355,2.8655,7348056.0,99281829888.0
IDA only,IDX,61.92019211890843,1347.7469096909233,80.80000000000001,67.05383189031149,2.2211987143539913,88.6602113500235,4.748146828783263,11.355,2.8655,7348056.0,99281829888.0
IDA total,IDA,67.5014937828868,1480.9436134105392,80.80000000000001,65.45352231354079,2.108901128525258,88.6602113500235,4.625803569925596,11.355,2.8655,7348056.0,99281829888.0
Iceland,ISL,100.0,79960.09615356618,99.8,82.60731707317075,2.92687965279829,88.6602113500235,3.518,3.613,9.499,380368.0,16019539968.0
India,IND,99.5,2530.120312782038,80.80000000000001,72.003,0.883289539766135,78.863958593161,4.172,2831.166,1.986,1425423212.0,10476200000000.0
Indonesia,IDN,99.4,4876.3077451225245,69.19999999999999,71.146,0.842666137328498,97.1654711118149,3.308,737.073,2.643,278830529.0,3500090000000.0
"Iran, Islamic Rep.",IRN,100.0,4465.637668533057,79.60000000000001,77.654,1.20408185634218,88.6602113500235,9.041,800.747,8.944,89524247.0,1572210000000.0
Iraq,IRQ,100.0,5965.318350777613,81.69999999999999,72.324,2.25148890849618,88.6602113500235,15.447,171.279,3.886,44070556.0,527639000000.0
Ireland,IRL,100.0,103887.80038808093,96.5,82.86097560975611,1.80157102010543,88.6602113500235,4.288,36.711,7.184,5110013.0,308391000000.0
Isle of Man,IMN,100.0,7826.353764832983,80.80000000000001,80.999,0.0392163858214135,88.6602113500235,5.1835,11.355,2.8655,7348056.0,99281829888.0
Israel,ISR,100.0,52003.72007299969,87.0,83.19512195121952,3.00437405991345,88.6602113500235,3.596,60.946,6.695,9103144.0,336723000000.0
Italy,ITA,100.0,39065.42443656329,87.0,83.70000000000002,-0.0342216578672275,88.6602113500235,7.627,340.672,5.714,59619106.0,2136010000000.0
Jamaica,JAM,97.7,6839.7250240818075,83.39999999999999,71.479,0.0226098931571573,86.4048004150391,4.4,7.137,2.514,2839151.0,20019224576.0
Japan,JPN,100.0,33836.17562716171,87.0,84.04121951219513,-0.487370782049143,88.6602113500235,2.6,1032.687,8.262,124997586.0,4774490000000.0
Jordan,JOR,100.0,4466.083142085751,92.5,77.814,1.61225050235636,91.9696807861328,17.969,20.255,1.799,11256268.0,99281829888.0
Kazakhstan,KAZ,100.0,12879.427525797384,92.9,74.402,1.46415151694869,97.1888259892982,4.821,254.414,12.699,20034612.0,503634000000.0
Kenya,KEN,76.2,1952.3045792963608,35.0,63.646,1.98296028478422,88.6602113500235,5.567,21.397,0.394,54252456.0,190362000000.0
Kiribati,KIR,95.9,2177.7011408041585,88.0,66.473,1.56733842415292,93.2427215576172,5.1835,0.068,0.518,130481.0,99281829888.0
"Korea, Dem. People's Rep.",PRK,57.5,7826.353764832983,80.80000000000001,73.642,0.338821174570736,88.6602113500235,2.831,56.192,2.134,26328842.0,40488849408.0
"Korea, Rep.",KOR,100.0,33121.37128855084,97.39999999999999,83.42926829268293,0.077477253324535,88.6602113500235,2.675,602.092,11.627,51782514.0,2137560000000.0
Kosovo,XKX,100.0,6221.203652120936,80.80000000000001,78.033,-4.95226324203524,88.6602113500235,5.1835,11.355,2.8655,7348056.0,99281829888.0
Kyrgyz Republic,KGZ,100.0,2138.22210211478,88.5,72.2487804878049,1.76957037310792,93.465834530678,3.991,10.032,1.442,6955792.0,31703001088.0
Lao PDR,LAO,96.5,2066.9497977695714,63.6,68.964,1.39237667233214,54.502009299061,1.188,23.436,3.1,7559007.0,54953902080.0
